regime_id,geography_id,analysis_year,indicator_id,value_numeric,unit,claim_type,observation_id,provenance_id,time_start,time_end,reference_period_pattern,comparable,methodology_version,price_basis,source_artifact,source_path,source_notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2018,annual_rainfall,3567.246432,millimetres,model_estimate,chirpsobs_f94f8a05288e93ba225bf2fb,chirpsprov_c8030a113fbc38a4dd14a894,2018-01-01,2018-12-31,calendar_year,true,chirps_v3_final_monthly_big_june_2026_fixed_boundary_v1,,chirps_annual_rainfall,data/processed/climate/rainfall/chirps-annual-rainfall-observations.csv,spatial_frame=fixed_current_boundary_june_2026; historical_boundary_continuity=false; months_complete=12; min_valid_area_fraction=0.99877921; mean_valid_area_fraction=0.99877921; source_product=CHIRPS v3 Final monthly; geometry_source=BIG BATAS_KABKOTA_AR; geometry_source_edition=Juni 2026; observed_station_equivalence=false; comparability_scope=within_CHIRPS_v3_Final_fixed_current_boundary_frame; independent_station_validation=pending
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,expected_years_schooling,12.76,years,observed,bpsobs_8b14e0f3c298ff92ab3994db,bpsprov_82e03fec5a6c78e8c783fdda,2019-03-01,2019-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,mean_years_schooling,7.08,years,observed,bpsobs_e0cec97d17840a4c7d7dfd57,bpsprov_45a57a644841e42f403a85d8,2019-03-01,2019-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,labor_force_participation,83.1,percent,observed,bpsobs_8b191e99337cf9664936e9a5,bpsprov_e1c353a6f64bb5cc8feebc91,2019-08-01,2019-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,unemployment_rate,2.92,percent,observed,bpsobs_1799739e6a41eb858e59fc2e,bpsprov_f15e0f6de3fc2b7c85e7802c,2019-08-01,2019-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,poverty_rate,14.43,percent,observed,bpsobs_89e964837675fcb1f3fe4a7f,bpsprov_a3a2aed09ac98b164a7cf8f1,2019-03-01,2019-03-31,march_reference,true,Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,real_grdp_growth,4.73,percent,observed,bpsobs_db2c2e13260f719caf7ca380,bpsprov_2d213f4e173ef5e9ccf30c4c,2019-01-01,2019-12-31,calendar_year,true,ADHK 2010,constant_2010,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,agriculture_share_grdp,46.48392819005129,percent,derived,bpsexpobs_8947878eb30b4b716e9eb37f,bpsexpprov_629b7a2fd64bfc274cc445e1,2019-01-01,2019-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,"qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:464:Kabupaten Kepulauan Mentawai; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:100:A. Pertanian, Kehutanan dan Perikanan|turvar:464:Kabupaten Kepulauan Mentawai; transform=share_percent; source_denominator=4665093.43; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100"
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,manufacturing_share_grdp,2.332014387973362,percent,derived,bpsexpobs_36d8885890c763f8d2cdc147,bpsexpprov_629b7a2fd64bfc274cc445e1,2019-01-01,2019-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:464:Kabupaten Kepulauan Mentawai; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:300:C. Industri Pengolahan|turvar:464:Kabupaten Kepulauan Mentawai; transform=share_percent; source_denominator=4665093.43; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,rice_yield,2.5170000000000003,tonnes_per_hectare,derived,bpsexpobs_33e8aa437c3244b9432d70d2,bpsexpprov_4175fb009f15e20368cb7b1e,2019-01-01,2019-12-31,calendar_year,true,KSA,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_rice_yield_ksa; source_universe=Rice harvested area and production under BPS KSA methodology; source_geography=vervar:1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; source_selector=vervar:1301:Kab. Kepulauan Mentawai|turvar:244:Produktivitas (Kuintal/Hektar); transform=quintal_per_hectare_to_tonnes_per_hectare; quality_rule=convert productivity from quintal per hectare to tonnes per hectare by exact factor 0.1; retain KSA revision notes and 2025 Kota Pariaman LBS caveat
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,underemployment_rate,12.63,percent,observed,bpsexpobs_fb6bcd616e4c12f23b6acbcb,bpsexpprov_a5eff4174dcceeb54b88c07d,2019-08-01,2019-08-31,august_reference,,August Sakernas,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_underemployment_august; source_universe=Employed persons meeting BPS underemployment criteria; source_geography=vervar:1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; source_selector=vervar:1301:Kab. Kepulauan Mentawai|turvar:1081:Setengah Pengangguran; transform=identity; quality_rule=retain source weighting-regime notes and leave cross-regime comparability unresolved
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2019,annual_rainfall,2362.541341,millimetres,model_estimate,chirpsobs_448a99543f6c5d1a729c4abb,chirpsprov_0dbe201c4de4fc57baa56cc7,2019-01-01,2019-12-31,calendar_year,true,chirps_v3_final_monthly_big_june_2026_fixed_boundary_v1,,chirps_annual_rainfall,data/processed/climate/rainfall/chirps-annual-rainfall-observations.csv,spatial_frame=fixed_current_boundary_june_2026; historical_boundary_continuity=false; months_complete=12; min_valid_area_fraction=0.99877921; mean_valid_area_fraction=0.99877921; source_product=CHIRPS v3 Final monthly; geometry_source=BIG BATAS_KABKOTA_AR; geometry_source_edition=Juni 2026; observed_station_equivalence=false; comparability_scope=within_CHIRPS_v3_Final_fixed_current_boundary_frame; independent_station_validation=pending
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,expected_years_schooling,12.82,years,observed,bpsobs_06719188c11f37bd5b8d5a06,bpsprov_c606bbf051bf5fb073102493,2020-03-01,2020-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,mean_years_schooling,7.09,years,observed,bpsobs_cfd97d3eb5fed8938b5b39bc,bpsprov_0b0d19688b5dafc6c6a6d610,2020-03-01,2020-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,life_expectancy,70.73,years,observed,bpsobs_00c0925e976dfaf3fa18542f,bpsprov_bccddeee99a0b0cc8ae3b0bf,2020-01-01,2020-12-31,calendar_year,true,LF-SP2020 based UHH,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,labor_force_participation,81.65,percent,observed,bpsobs_177d6b366387ba41abcc1c45,bpsprov_22319e4d86199cb8c1878bba,2020-08-01,2020-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,unemployment_rate,3.98,percent,observed,bpsobs_82f7c799f76de7a6c7edd32a,bpsprov_2656b715fcc4cc40484c4657,2020-08-01,2020-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,poverty_rate,14.35,percent,observed,bpsobs_b618a600210127886aa4a85a,bpsprov_9f007283e860b95b8b264353,2020-03-01,2020-03-31,march_reference,true,Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,real_grdp_growth,-1.85,percent,observed,bpsobs_f2fe1a1305f3f775b35c934e,bpsprov_e5a920fca830644335e66025,2020-01-01,2020-12-31,calendar_year,true,ADHK 2010,constant_2010,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,agriculture_share_grdp,48.65025734182846,percent,derived,bpsexpobs_3ff67390c0fb5244f98c2b9f,bpsexpprov_de78525e2bbb6ca424c54f66,2020-01-01,2020-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,"qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:464:Kabupaten Kepulauan Mentawai; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:100:A. Pertanian, Kehutanan dan Perikanan|turvar:464:Kabupaten Kepulauan Mentawai; transform=share_percent; source_denominator=4647099.18; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100"
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,manufacturing_share_grdp,2.4245514381296247,percent,derived,bpsexpobs_a9ae6c3e2654a640709ae476,bpsexpprov_de78525e2bbb6ca424c54f66,2020-01-01,2020-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:464:Kabupaten Kepulauan Mentawai; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:300:C. Industri Pengolahan|turvar:464:Kabupaten Kepulauan Mentawai; transform=share_percent; source_denominator=4647099.18; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,rice_yield,2.471,tonnes_per_hectare,derived,bpsexpobs_48cb1d051c7349a8afbe4761,bpsexpprov_4ea81f7d026a48bf672ef4dc,2020-01-01,2020-12-31,calendar_year,true,KSA,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_rice_yield_ksa; source_universe=Rice harvested area and production under BPS KSA methodology; source_geography=vervar:1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; source_selector=vervar:1301:Kab. Kepulauan Mentawai|turvar:244:Produktivitas (Kuintal/Hektar); transform=quintal_per_hectare_to_tonnes_per_hectare; quality_rule=convert productivity from quintal per hectare to tonnes per hectare by exact factor 0.1; retain KSA revision notes and 2025 Kota Pariaman LBS caveat
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,underemployment_rate,20.72,percent,observed,bpsexpobs_0a3edf2ede37f0a455352794,bpsexpprov_31afeaa8c374b636e60a0d0c,2020-08-01,2020-08-31,august_reference,,August Sakernas,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_underemployment_august; source_universe=Employed persons meeting BPS underemployment criteria; source_geography=vervar:1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; source_selector=vervar:1301:Kab. Kepulauan Mentawai|turvar:1081:Setengah Pengangguran; transform=identity; quality_rule=retain source weighting-regime notes and leave cross-regime comparability unresolved
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,population_total,87623.0,persons,observed,bpsexpobs_47b1a0d253d9988798b4b1eb,bpsexpprov_9de0c2885fb2df7b9c780beb,2020-09-01,2020-09-30,september_reference,true,Sensus Penduduk 2020,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_population_sp2020; source_universe=Resident population under SP2020 census definition; source_geography=vervar:1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; source_selector=vervar:1301:Kepulauan Mentawai|turvar:34:Laki-Laki + Perempuan; transform=identity; quality_rule=select total sex category only and retain census reference period
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2020,annual_rainfall,3626.960488,millimetres,model_estimate,chirpsobs_9b62102e960a1bb1e3187883,chirpsprov_869749660f299278b4209870,2020-01-01,2020-12-31,calendar_year,true,chirps_v3_final_monthly_big_june_2026_fixed_boundary_v1,,chirps_annual_rainfall,data/processed/climate/rainfall/chirps-annual-rainfall-observations.csv,spatial_frame=fixed_current_boundary_june_2026; historical_boundary_continuity=false; months_complete=12; min_valid_area_fraction=0.99877921; mean_valid_area_fraction=0.99877921; source_product=CHIRPS v3 Final monthly; geometry_source=BIG BATAS_KABKOTA_AR; geometry_source_edition=Juni 2026; observed_station_equivalence=false; comparability_scope=within_CHIRPS_v3_Final_fixed_current_boundary_frame; independent_station_validation=pending
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2021,expected_years_schooling,12.89,years,observed,bpsobs_8e2fc4f6bd25839c429f20ba,bpsprov_59b3fcea1b8f80dc25e5997f,2021-03-01,2021-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2021,mean_years_schooling,7.2,years,observed,bpsobs_8c719597670c31243cf7c862,bpsprov_303068fc45c1b4a44de2962f,2021-03-01,2021-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2021,life_expectancy,70.73,years,observed,bpsobs_c413a3fbae4201da3e3eacec,bpsprov_9e38f491ad34cf0e81b46a4c,2021-01-01,2021-12-31,calendar_year,true,LF-SP2020 based UHH,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
sumbar_current_kabkota_2018_2025_v1,idn.13.1301,2021,labor_force_participation,82.57,percent,observed,bpsobs_c7ab3009a8daf7cd3c94309e,bpsprov_803d538d0bd89745bac67ed6,2021-08-01,2021-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
