target_id,dimension_id,candidate_id,excluded_geography_id,remaining_geography_count,remaining_row_count,year_demeaned_pearson,year_demeaned_spearman,same_sign_as_primary_pooled_spearman,claim_type,causal_claim
poverty_rate,living_standards_inclusion,life_expectancy,idn.13.1372,18,72,-0.249949250778,0.0664844440957,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,life_expectancy,idn.13.1373,18,72,-0.29240966231,-0.00897178229877,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,life_expectancy,idn.13.1374,18,72,-0.332507097251,-0.0663397379296,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,life_expectancy,idn.13.1375,18,72,-0.330365814941,-0.0667899348909,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,life_expectancy,idn.13.1376,18,72,-0.299980810294,-0.0487981349046,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,life_expectancy,idn.13.1377,18,72,-0.263955896927,0.00853759516391,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1301,18,72,-0.157146602834,-0.0834137243553,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1302,18,72,0.43069371334,0.00816772782816,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1303,18,72,0.446282253559,0.0933822110747,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1304,18,72,0.48916591135,0.14508971638,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1305,18,72,0.42954769832,0.0426072416233,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1306,18,72,0.444066328818,0.0661135764358,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1307,18,72,0.442590220116,0.0521255386198,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1308,18,72,0.444160386942,0.100167213326,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1309,18,72,0.510744582257,0.122966107145,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1310,18,72,0.46411103841,0.104058138787,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1311,18,72,0.434061583211,0.0683966814586,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1312,18,72,0.438193703226,0.0233455527687,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1371,18,72,0.452707988227,0.117756768924,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1372,18,72,0.414484578031,0.00990417390186,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1373,18,72,0.471000705259,0.101807190173,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1374,18,72,0.568500027673,0.227667374108,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1375,18,72,0.473039995254,0.146729693228,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1376,18,72,0.466775470696,0.138883529487,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,underemployment_rate,idn.13.1377,18,72,0.446402154287,0.0890410958904,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1301,18,72,0.00864326750382,-0.0309987780565,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1302,18,72,0.0437119033633,0.01807190173,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1303,18,72,0.0347263024949,0.0188114991318,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1304,18,72,0.0174814773512,-0.00472699208952,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1305,18,72,-0.00473753308941,-0.0811627757412,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1306,18,72,0.000969352398316,-0.0522863206637,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1307,18,72,0.0370482327133,0.0131519711879,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1308,18,72,0.0237520309033,0.00527365103865,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1309,18,72,0.0398439316649,0.0207730400669,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1310,18,72,0.0183987264991,0.00553090230883,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1311,18,72,0.0343517525099,0.0271400090038,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1312,18,72,0.00389781786713,-0.075824811885,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1371,18,72,0.0249843073544,-0.0059167792141,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1372,18,72,0.0278275675592,0.0261753167406,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1373,18,72,-0.000602783520477,-0.0314811241881,false,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1374,18,72,0.0595764494123,0.0628657791498,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1375,18,72,0.0638233835788,0.0801659270693,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1376,18,72,0.0497073282575,0.0629944047849,true,derived_association_diagnostic,false
poverty_rate,living_standards_inclusion,annual_rainfall,idn.13.1377,18,72,0.148548142604,0.0915814521834,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1301,18,72,0.25964249459,-0.17517344503,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1302,18,72,0.296493771506,-0.0764363981342,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1303,18,72,0.322642028151,-0.0532514410224,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1304,18,72,0.30259338472,-0.0677540979675,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1305,18,72,0.309119833928,-0.0883343650293,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1306,18,72,0.303264912922,-0.0973696057624,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1307,18,72,0.299607534414,-0.0668537112835,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1308,18,72,0.286262409537,-0.0952962834963,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1309,18,72,0.377319789659,-0.0285872772155,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1310,18,72,0.273654358861,-0.140862281038,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1311,18,72,0.377964032731,0.000916465017595,false,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1312,18,72,0.298013702501,-0.0800701015373,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1371,18,72,-0.305247601818,-0.272031513822,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1372,18,72,0.338815251792,-0.0355977168629,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1373,18,72,0.290998056359,-0.0904084700691,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1374,18,72,0.39057452173,-0.00266902484157,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1375,18,72,0.344272263623,-0.0473189163177,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1376,18,72,0.301635626319,-0.0836877266067,true,derived_association_diagnostic,false
unemployment_rate,labor_market,expected_years_schooling,idn.13.1377,18,72,0.313487665535,-0.0811312715576,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1301,18,72,0.0138714406759,-0.187957231313,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1302,18,72,0.124552702111,-0.0476244071128,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1303,18,72,0.168753862034,0.0108690409211,false,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1304,18,72,0.120897122944,-0.0393600771817,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1305,18,72,0.132304605218,-0.0333140394881,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1306,18,72,0.109719752499,-0.0565640324858,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1307,18,72,0.141370859122,-0.0203874909585,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1308,18,72,0.120334777081,-0.0737358308641,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1309,18,72,0.246691625372,0.0455342069357,false,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1310,18,72,0.0903437275651,-0.10463863656,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1311,18,72,0.109574887859,-0.0592968944718,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1312,18,72,0.120539514689,-0.0440710668117,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1371,18,72,-0.143041998731,-0.211672964092,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1372,18,72,0.184344420672,0.0196157247393,false,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1373,18,72,0.129141303858,-0.0577538387405,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1374,18,72,0.16864067053,0.0138274780949,false,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1375,18,72,0.179978515139,0.00528981429444,false,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1376,18,72,0.135752840959,-0.0746683817124,true,derived_association_diagnostic,false
unemployment_rate,labor_market,life_expectancy,idn.13.1377,18,72,0.133967350049,-0.0276064988633,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1301,18,72,0.111801606233,0.205575921281,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1302,18,72,-0.0831908086648,0.0553411794971,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1303,18,72,-0.0715155510564,0.0920959547238,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1304,18,72,-0.08449274149,0.0541192359637,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1305,18,72,-0.0873923244846,0.0768859733745,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1306,18,72,-0.0853009154993,0.0643771303621,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1307,18,72,-0.0741334790977,0.0940574956589,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1308,18,72,-0.0900607197684,0.0787510450833,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1309,18,72,-0.188463471091,-0.0250176860248,false,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1310,18,72,-0.0749202207813,0.10608399254,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1311,18,72,-0.0679743861602,0.0976590134414,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1312,18,72,-0.0749154809366,0.0817415910991,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1371,18,72,0.044982623317,0.152228439128,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1372,18,72,-0.154397331605,-0.045469162004,false,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1373,18,72,-0.084792496095,0.0837031320342,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1374,18,72,-0.168067199974,-0.0543121744164,false,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1375,18,72,-0.112368152668,0.0152421377581,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1376,18,72,-0.0891677199818,0.0691041224516,true,derived_association_diagnostic,false
unemployment_rate,labor_market,underemployment_rate,idn.13.1377,18,72,-0.0815292492987,0.0866293652325,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1301,18,72,0.417567222955,0.430156280147,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1302,18,72,0.403143716321,0.394012476687,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1303,18,72,0.422480961063,0.411827127146,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1304,18,72,0.401353844155,0.382018136215,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1305,18,72,0.402486613446,0.411023216927,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1306,18,72,0.365634169341,0.323043282526,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1307,18,72,0.398754603953,0.392018779343,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1308,18,72,0.386218890413,0.374622162197,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1309,18,72,0.406706030432,0.337931699788,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1310,18,72,0.394263735809,0.3779342723,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1311,18,72,0.409532206658,0.353398932407,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1312,18,72,0.423092674385,0.395684609943,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1371,18,72,0.269182316607,0.314843398289,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1372,18,72,0.408872537449,0.443211782108,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1373,18,72,0.398330290375,0.392115248569,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1374,18,72,0.390416708294,0.380442472185,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1375,18,72,0.388377270365,0.376004887774,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1376,18,72,0.416865864429,0.429770403241,true,derived_association_diagnostic,false
unemployment_rate,labor_market,annual_rainfall,idn.13.1377,18,72,0.536646481844,0.435429931185,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1301,18,72,-0.110072773393,-0.225514707663,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1302,18,72,-0.170808523678,-0.248940839779,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1303,18,72,-0.170990157361,-0.251288276491,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1304,18,72,-0.20990048857,-0.372309893815,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1305,18,72,-0.188453673618,-0.304266385842,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1306,18,72,-0.292643713958,-0.305807447424,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1307,18,72,-0.175968391969,-0.250114558135,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1308,18,72,-0.179618360331,-0.265421131762,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1309,18,72,-0.169786450135,-0.251883174836,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1310,18,72,-0.168620318608,-0.255950993247,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1311,18,72,-0.164842420366,-0.248169079765,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1312,18,72,-0.1847925301,-0.257848236617,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1371,18,72,-0.167364337994,-0.238925958709,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1372,18,72,-0.171216070571,-0.264217380853,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1373,18,72,-0.153637643093,-0.244181653021,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1374,18,72,-0.221628198527,-0.358694428859,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1375,18,72,-0.168284306708,-0.258589918837,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1376,18,72,-0.173195204744,-0.261562331688,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,idn.13.1377,18,72,-0.161546696765,-0.233827206156,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1301,18,72,-0.092794486317,-0.223860438971,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1302,18,72,-0.238197927401,-0.299831176178,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1303,18,72,-0.231610744703,-0.257769917229,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1304,18,72,-0.262793113936,-0.345686952372,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1305,18,72,-0.248423088022,-0.305903916651,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1306,18,72,-0.339109302383,-0.367778760398,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1307,18,72,-0.235364996924,-0.286164482712,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1308,18,72,-0.240143920979,-0.31862689931,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1309,18,72,-0.235767819371,-0.260165608201,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1310,18,72,-0.234293008054,-0.260004823572,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1311,18,72,-0.24868592255,-0.302674630811,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1312,18,72,-0.28533672927,-0.341442238166,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1371,18,72,-0.227688411167,-0.271999356897,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1372,18,72,-0.232433279801,-0.268188761189,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1373,18,72,-0.251840025204,-0.297853525241,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1374,18,72,-0.2652817106,-0.345059892319,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1375,18,72,-0.23524612392,-0.270053862886,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1376,18,72,-0.235037316016,-0.266211110252,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,idn.13.1377,18,72,-0.228312243326,-0.275293228619,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1301,18,72,-0.0763767039862,-0.0396166956074,false,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1302,18,72,0.168206543145,0.0365296803653,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1303,18,72,0.178131518977,0.073284455592,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1304,18,72,0.187610019693,0.124380989131,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1305,18,72,0.181404330112,0.0819988423693,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1306,18,72,0.32369690216,0.134027911763,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1307,18,72,0.193642222582,0.0930606469869,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1308,18,72,0.172613743707,0.0810984629237,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1309,18,72,0.163178787396,0.0172679915107,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1310,18,72,0.163797557507,0.0421570519004,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1311,18,72,0.179802286849,0.0789118271271,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1312,18,72,0.198933908154,0.120940253393,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1371,18,72,0.166334997372,0.0489420541514,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1372,18,72,0.164525004571,0.0385233777092,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1373,18,72,0.178668786954,0.0629300919673,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1374,18,72,0.222185570873,0.14457521384,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1375,18,72,0.164638771179,0.0482667695672,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1376,18,72,0.164457176865,0.0417068621776,true,derived_association_diagnostic,false
