target_id,dimension_id,candidate_id,candidate_domain,target_year,feature_year,row_count,pearson,spearman,same_sign_as_primary_pooled_spearman,claim_type,causal_claim
unemployment_rate,labor_market,annual_rainfall,climate_context,2024,2023,19,0.518573421413,0.591228070175,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,education_human_capital_aspiration,2021,2020,19,-0.175021558848,-0.164912280702,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,education_human_capital_aspiration,2022,2021,19,-0.0414056474453,-0.291355885881,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,education_human_capital_aspiration,2023,2022,19,-0.206571419283,-0.324561403509,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,expected_years_schooling,education_human_capital_aspiration,2024,2023,19,-0.503784825643,-0.487719298246,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,health_human_development,2021,2020,19,-0.140436718745,-0.259649122807,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,health_human_development,2022,2021,19,-0.152694457634,-0.289600729942,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,health_human_development,2023,2022,19,-0.348659373673,-0.300131665576,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,life_expectancy,health_human_development,2024,2023,19,-0.526002965157,-0.447368421053,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,labor_market_slack_quality,2021,2020,19,0.0917744801613,-0.189473684211,false,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,labor_market_slack_quality,2022,2021,19,-0.0281357579234,0.0982456140351,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,labor_market_slack_quality,2023,2022,19,0.416568029507,0.140350877193,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,underemployment_rate,labor_market_slack_quality,2024,2023,19,0.495818844056,0.20701754386,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,climate_context,2021,2020,19,0.134450611257,-0.136842105263,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,climate_context,2022,2021,19,-0.46950500846,-0.268421052632,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,climate_context,2023,2022,19,-0.450199572822,-0.217543859649,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,climate_context,2024,2023,19,-0.482570439127,-0.433333333333,true,derived_association_diagnostic,false
