target_id,candidate_id,gap_object,excluded_geography_id,remaining_row_count,within_year_rank_association,full_sample_sign_retained,claim_scope
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1304,75,0.20928443878897676,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1305,75,0.03847140418915014,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1306,75,0.060528342590929554,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1307,75,0.059502438479218885,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1308,75,0.12618620574041245,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1309,77,0.13013536344142396,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1310,75,0.12003078107014845,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1311,75,0.07181328781974693,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1371,78,0.13248349990415037,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1372,76,0.0,False,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1373,75,0.04719158913869084,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1376,75,0.22364709635292615,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1377,77,0.07031618688060404,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1302,76,-0.07398334149926507,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1303,75,-0.0717948717948718,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1304,75,-0.06871794871794873,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1305,75,-0.07897435897435898,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1306,75,-0.0758974358974359,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1307,75,-0.09846153846153848,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1308,75,-0.11076923076923079,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1309,77,-0.1063627730294397,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1310,75,-0.08102564102564104,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1311,75,-0.1548717948717949,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1371,78,-0.024123805188893947,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1372,76,-0.05128205128205127,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1373,75,-0.07794871794871795,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1376,75,-0.14871794871794874,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,idn.13.1377,77,-0.02312411514865502,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1302,76,-0.22978931896129348,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1303,75,-0.2430769230769231,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1304,75,-0.3948717948717949,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1305,75,-0.25435897435897437,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1306,75,-0.22974358974358977,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1307,75,-0.2,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1308,75,-0.22564102564102567,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1309,77,-0.19658119658119658,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1310,75,-0.21230769230769234,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1311,75,-0.17948717948717952,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1371,78,-0.17159763313609466,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1372,76,-0.18737672583826429,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1373,75,-0.23384615384615387,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1376,75,-0.18461538461538463,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,idn.13.1377,77,-0.1977347805568664,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1302,52,-0.3615934836766452,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1303,51,-0.3470054675054086,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1304,51,-0.4631579252478048,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1305,51,-0.3846153846153845,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1306,51,-0.4210526593161862,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1307,51,-0.3208711645133695,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1308,51,-0.38911073343702723,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1309,51,-0.31578949448713967,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1310,51,-0.3208711645133695,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1311,51,-0.37880986937590705,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1371,52,-0.3043922546204527,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1372,52,-0.32428720566826236,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1373,51,-0.3920145448805872,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1376,51,-0.3208711645133695,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,idn.13.1377,53,-0.3407694972800563,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1302,76,0.03724577421301512,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1303,75,0.03847140418915014,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1304,75,0.1718389387115373,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1305,75,0.048730445306256844,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1306,75,0.09387022622152634,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1307,75,0.07642985632244495,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1308,75,0.03847140418915014,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1309,77,-0.01662313036660525,False,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1310,75,-0.005642472614408687,False,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1311,75,0.05796358231165288,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1371,78,0.0036421580729663334,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1372,76,-0.02761341222879684,False,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1373,75,0.04975634941796751,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1376,75,-0.020005130178358074,False,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,idn.13.1377,77,0.06087777253421424,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1302,76,0.4679078882900539,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1303,75,0.476923076923077,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1304,75,0.45948717948717954,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1305,75,0.4420512820512821,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1306,75,0.4092307692307693,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1307,75,0.45743589743589746,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1308,75,0.4143589743589744,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1309,77,0.396011396011396,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1310,75,0.4738461538461539,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1311,75,0.43897435897435905,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1371,78,0.40737369139736,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1372,76,0.5177514792899408,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1373,75,0.4820512820512821,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1376,75,0.4923076923076924,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1377,77,0.503539405379896,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1302,76,-0.09554140127388536,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1303,75,-0.04512820512820513,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1304,75,-0.07794871794871795,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1305,75,-0.038974358974358976,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1306,75,-0.10666666666666667,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1307,75,-0.05333333333333334,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1308,75,-0.0994871794871795,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1309,77,-0.030389363722697058,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1310,75,-0.1394871794871795,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1311,75,-0.0010256410256410259,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1371,78,-0.2052799271734183,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1372,76,-0.05226824457593688,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1373,75,-0.06153846153846155,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1376,75,-0.0758974358974359,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1377,77,-0.06182161396885322,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1302,52,-0.09193054669745217,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1303,51,0.006533575748009786,False,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1304,51,-0.029764067296489026,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1305,51,-0.033381712626995644,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1306,51,-0.09219601333302697,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1307,51,-0.024682397270259192,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1308,51,-0.1190562691859561,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1309,51,0.10598911768993653,False,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1310,51,-0.18003630950071411,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1311,51,-0.10014513788098692,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1371,52,-0.25400069568999745,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1372,52,0.054963933164112265,False,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1373,51,-0.10163340052459667,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1376,51,-0.07840290897611743,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,idn.13.1377,53,-0.03944390765480727,True,association_stability_not_causal
